coll,merit,male,black,asian,year,state,chst,styr,eta,alpha,stch,stchid,ind,stnchid,stid
1.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,0.6122887,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,0.644974,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1995,11,0.0,12995.0,0.6398233,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,-0.36557516,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,0.63695514,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1996,11,0.0,12996.0,0.5390758,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,0.62587845,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,-0.36557516,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,-0.4582145,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,0.54844165,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1994,11,0.0,12994.0,-0.37936804,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,-0.45155832,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,-0.35502598,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,-0.46259427,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,0.5490351,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,-0.35502598,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,-0.3877113,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,-0.46655774,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,-0.46655774,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,-0.35502598,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,0.55557835,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,0.6162522,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,0.644974,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,-0.35502598,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,0.5490351,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,0.6278815,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,-0.4418913,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1996,11,0.0,12996.0,-0.38207772,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,2000,11,0.0,13000.0,-0.45422298,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,0.63442487,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,0.6278815,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1992,11,0.0,12992.0,0.547032,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,-0.38374782,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1996,11,0.0,12996.0,0.5390758,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1992,11,0.0,12992.0,0.547032,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,0.53344226,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,-0.3877113,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1996,11,0.0,12996.0,-0.38207772,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,0.6162522,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1997,11,0.0,12997.0,-0.37271187,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,0.54178554,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,1.0,1998,11,0.0,12998.0,-0.6355082,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,-0.36304483,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1992,11,0.0,12992.0,-0.452968,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,0.53344226,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,-0.46655774,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,0.53344226,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,-0.45155832,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,2000,11,0.0,13000.0,-0.45422298,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1994,11,0.0,12994.0,-0.37936804,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1995,11,0.0,12995.0,0.56097686,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,-0.4418913,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,-0.3877113,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1994,11,0.0,12994.0,-0.37936804,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,-0.4418913,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,-0.46655774,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1996,11,0.0,12996.0,0.5390758,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,0.54844165,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,-0.38374782,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,-0.4582145,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1995,11,0.0,12995.0,-0.3601767,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,-0.4418913,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1994,11,0.0,12994.0,-0.37936804,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,-0.36304483,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,0.54178554,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,-0.36557516,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1996,11,0.0,12996.0,-0.38207772,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,0.55557835,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,0.6162522,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1996,11,0.0,12996.0,-0.4609242,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,0.63695514,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,-0.3877113,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,0.6162522,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,0.5490351,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,-0.36557516,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,2000,11,0.0,13000.0,0.545777,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,-0.36304483,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1997,11,0.0,12997.0,-0.37271187,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,2000,11,0.0,13000.0,0.545777,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,0.54844165,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,0.6278815,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1994,11,0.0,12994.0,-0.37936804,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1995,11,0.0,12995.0,-0.43902317,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,0.6122887,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,0.6162522,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,1.0,1996,11,0.0,12996.0,0.37012535,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,-0.38374782,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1996,11,0.0,12996.0,-0.4609242,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1996,11,0.0,12996.0,-0.4609242,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,-0.46655774,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,-0.3877113,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1997,11,0.0,12997.0,0.6272881,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,-0.4582145,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,2000,11,0.0,13000.0,-0.45422298,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1994,11,0.0,12994.0,0.620632,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1992,11,0.0,12992.0,-0.452968,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,0.63442487,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,0.5374057,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,0.56612754,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,0.63442487,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1995,11,0.0,12995.0,0.56097686,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1993,11,0.0,12993.0,-0.46259427,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,0.5490351,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1995,11,0.0,12995.0,-0.43902317,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,0.6122887,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,-0.38374782,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,-0.45155832,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1995,11,0.0,12995.0,0.56097686,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,-0.45096493,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,-0.4418913,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,0.6122887,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,-0.38374782,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1995,11,0.0,12995.0,0.6398233,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,0.53344226,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,0.5490351,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1995,11,0.0,12995.0,0.6398233,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,2000,11,0.0,13000.0,-0.37537652,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,-0.3877113,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,-0.36304483,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1995,11,0.0,12995.0,0.6398233,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,-0.45096493,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1990,11,0.0,12990.0,-0.35502598,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1992,11,0.0,12992.0,-0.452968,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,0.62587845,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,-0.38374782,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,0.54178554,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1996,11,0.0,12996.0,-0.38207772,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1997,11,0.0,12997.0,-0.37271187,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1998,11,0.0,12998.0,-0.46655774,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,-0.36304483,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1995,11,0.0,12995.0,-0.43902317,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,0.6122887,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1999,11,0.0,12999.0,-0.36557516,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1992,11,0.0,12992.0,0.547032,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1994,11,0.0,12994.0,-0.4582145,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,-0.37412155,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,-0.43387246,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,-0.4418913,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,-0.45155832,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,0.6278815,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1993,11,0.0,12993.0,0.6162522,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1998,11,0.0,12998.0,0.6122887,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,2000,11,0.0,13000.0,-0.37537652,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1995,11,0.0,12995.0,0.6398233,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1991,11,0.0,12991.0,0.5490351,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1989,11,0.0,12989.0,-0.36304483,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,0.6278815,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1989,11,0.0,12989.0,0.5581087,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,0.0,0.0,0.0,1990,11,0.0,12990.0,0.56612754,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,-0.45155832,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1997,11,0.0,12997.0,-0.45155832,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,2000,11,0.0,13000.0,-0.45422298,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1992,11,0.0,12992.0,0.62587845,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,1999,11,0.0,12999.0,-0.44442162,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1991,11,0.0,12991.0,-0.37211844,0.033746496,0.0,,52.0,11.0,1.0
0.0,0.0,1.0,0.0,0.0,1997,11,0.0,12997.0,-0.37271187,0.033746496,0.0,,52.0,11.0,1.0
1.0,0.0,1.0,0.0,0.0,1997,11,0.0,12997.0,0.6272881,0.033746496,0.0,,52.0,11.0,1.0
